Data;ID AZ;Cow;Lattazione;GIM;Produz.;Grasso;Proteine;Urea;CN;BHB;SCC
01/10/2024;1796;IT015990581546;1;280;19,4;5,29;3,25;22,4;2,59;0,11;5885
01/10/2024;1881;IT015990581641;1;70;28,8;2,85;3,01;6,8;2,31;0,04;3605
01/10/2024;1811;IT015990581571;1;237;28,8;5,66;3,43;18;2,72;0,06;2963
01/10/2024;1786;IT015990581556;1;276;19;3,74;3,85;13,9;3,04;0,08;2613
01/10/2024;1908;IT015990581668;1;100;19,2;3,72;3,34;9,7;2,56;0,1;2049
01/10/2024;1842;IT015990581602;1;68;38,4;2,8;2,67;13,7;2,08;0,04;1446
01/10/2024;1825;IT015990581585;1;191;34,1;2,95;3,39;11,4;2,66;;1359
01/10/2024;1859;IT015990581619;1;110;35,9;3,92;3,67;22,5;2,86;0,04;1193
01/10/2024;1607;IT015990553427;1;215;30,7;3,58;3,41;17;2,69;0,02;901
01/10/2024;1765;IT015990581525;1;325;24,2;3,78;4,17;10,1;3,36;;894
01/10/2024;1835;IT015990581595;1;183;25;3,75;3,6;13,1;2,89;0,04;866
01/10/2024;1923;IT015990581683;1;67;29,2;5,86;2,99;15,9;2,35;0,01;849
01/10/2024;1915;IT015990581675;1;30;32,5;4,51;3,26;15,3;2,61;;804
01/10/2024;1663;IT015990553483;2;261;26,2;4,26;3,76;12,5;3,03;;763
01/10/2024;1693;IT015990553513;1;285;28,3;3,57;3,56;15,1;2,83;0,02;757
01/10/2024;1602;IT015990553422;2;280;20,5;4,11;4,07;17,6;3,26;0,05;688
01/10/2024;1711;IT015990553531;1;172;33;2,93;3,17;7,8;2,53;0,04;678
01/10/2024;1568;IT015990553388;2;223;28;3,73;3,78;16,9;2,96;0,02;675
01/10/2024;1849;IT015990581609;1;101;31;4,11;3,3;15,9;2,64;0,04;663
01/10/2024;1716;IT015990553536;1;11;30,8;3,58;3,34;8,3;2,6;0,1;648
01/10/2024;1755;IT015990581515;1;83;29,9;4,06;2,82;20,3;2,24;0,03;639
01/10/2024;1836;IT015990581596;1;193;32,8;3,99;3,4;16,8;2,72;;563
01/10/2024;1900;IT015990581660;1;16;30,4;4,35;3,35;18,6;2,64;0,06;516
01/10/2024;1741;IT015990581501;1;224;29,9;3,25;3,51;13,7;2,81;0,12;509
01/10/2024;1198;IT015990490878;3;311;26,8;4,32;3,93;16,5;3,14;0,01;442
01/10/2024;1863;IT015990581623;1;14;29,7;5,06;3,37;22,2;2,67;0,07;435
01/10/2024;1223;IT015990490903;3;256;25,5;5,45;3,58;23,1;2,91;0,05;416
01/10/2024;1810;IT015990581570;1;25;36,3;3,06;2,78;26,1;2,12;0,03;394
01/10/2024;1703;IT015990553523;1;270;29,8;4,71;3,65;11;2,88;;388
01/10/2024;1826;IT015990581586;1;230;28;4,26;3,93;16;3,15;;346
01/10/2024;1864;IT015990581624;1;86;25,4;4,13;3,42;24,1;2,72;0,03;345
01/10/2024;1723;IT015990553543;1;286;25,2;4,1;3,75;14,2;2,99;0,02;308
01/10/2024;1829;IT015990581589;1;254;21,4;5,85;4,01;25,7;3,26;0,03;305
01/10/2024;1813;IT015990581573;1;259;29,6;4,4;3,64;16,1;2,93;;291
01/10/2024;1627;IT015990553447;2;254;29;3,66;3,55;21,7;2,78;;276
01/10/2024;1740;IT015990581500;1;328;27,4;3,85;3,7;13,2;2,98;0,03;258
01/10/2024;1698;IT015990553518;1;241;29;3,92;3,41;15,4;2,74;0,01;251
01/10/2024;1722;IT015990553542;1;240;31;3,61;3,36;15,1;2,66;0,05;250
01/10/2024;1830;IT015990581590;1;83;18,7;4,22;2,36;23,2;1,78;0,09;243
01/10/2024;1820;IT015990581580;1;226;26,5;5,77;3,96;20,9;3,24;0,03;241
01/10/2024;1776;IT015990581536;1;233;19,3;3,93;3,57;18,3;2,84;0,08;225
01/10/2024;1910;IT015990581670;1;60;28;4,41;2,92;19,5;2,3;0,01;222
01/10/2024;1760;IT015990581520;1;85;37,2;3,99;3,13;21,3;2,42;0,02;218
01/10/2024;1921;IT015990581681;1;64;30,4;3,23;3,35;11,9;2,69;0,05;206
01/10/2024;1846;IT015990581606;1;124;23,9;4,14;3,8;21,6;3,06;0,06;170
01/10/2024;1871;IT015990581631;1;182;33,7;3;3,68;12,8;2,97;0,02;159
01/10/2024;1777;IT015990581537;1;285;25,7;2,36;3,53;21,8;2,8;0,02;158
01/10/2024;1517;IT015990520557;2;242;23,4;4,32;4,08;14;3,26;;154
01/10/2024;1828;IT015990581588;1;130;37,3;2,88;3,11;12,1;2,43;0,01;149
01/10/2024;1685;IT015990553505;1;248;29,3;3,88;3,93;10,7;3,16;;146
01/10/2024;1875;IT015990581635;1;69;33;3,28;2,97;10,8;2,34;0,01;141
01/10/2024;1767;IT015990581527;1;188;23,5;3,94;3,18;19,4;2,53;0,04;137
01/10/2024;1763;IT015990581523;1;302;24,6;3,78;3,61;11,8;2,9;0,03;135
01/10/2024;1815;IT015990581575;1;275;27,4;4,25;3,26;15;2,6;0,01;131
01/10/2024;1812;IT015990581572;1;198;25;4,3;3,96;20,1;3,12;0,06;131
01/10/2024;1903;IT015990581663;1;102;28,4;3,11;3,64;11,7;2,91;0,02;130
01/10/2024;1880;IT015990581640;1;90;30,3;4,45;3,43;15,2;2,74;0,06;128
01/10/2024;1873;IT015990581633;1;41;37,3;3,97;2,88;14,4;2,31;0,05;124
01/10/2024;1817;IT015990581577;1;169;38,4;2,31;2,95;11,5;2,36;0,02;113
01/10/2024;1791;IT015990581561;1;125;28,4;2,59;3,39;26,1;2,65;0,05;113
01/10/2024;1629;IT015990553449;2;255;24;3,8;4,21;19,3;3,37;0,02;111
01/10/2024;1851;IT015990581611;1;24;40,6;4,08;3;16;2,38;0,06;108
01/10/2024;1751;IT015990581511;1;320;26,5;5,08;3,26;19,8;2,62;0,08;107
01/10/2024;1887;IT015990581647;1;46;36,4;3,32;2,89;8,7;2,24;0,01;102
01/10/2024;1834;IT015990581594;1;36;33,8;4,48;2,76;14,8;2,17;0,08;101
01/10/2024;1904;IT015990581664;1;43;32,7;3,96;2,78;11,4;2,21;0,05;98
01/10/2024;1725;IT015990553545;1;252;20,5;3,95;3,73;20;2,99;;89
01/10/2024;1746;IT015990581506;1;302;33,4;3,61;3,14;13,6;2,52;0,03;76
01/10/2024;1868;IT015990581628;1;69;32,4;3,13;2,98;12,5;2,34;;74
01/10/2024;1742;IT015990581502;1;354;21,9;4,14;3,96;15,3;3,16;0,01;73
01/10/2024;1669;IT015990553489;1;253;33;5,3;3,52;16,8;2,85;0,06;73
01/10/2024;1536;IT015990553356;1;316;21,9;3,71;3,97;17,2;3,13;0,06;73
01/10/2024;1793;IT015990581563;1;84;45,8;3,85;2,81;13,9;2,24;;72
01/10/2024;1867;IT015990581627;1;79;34,1;3,86;3,36;16,7;2,68;0,04;72
01/10/2024;1848;IT015990581608;1;64;32,4;4,03;3,15;19,9;2,49;0,06;70
01/10/2024;1660;IT015990553480;1;425;21,3;4,48;4,13;16,3;3,36;0,05;69
01/10/2024;1589;IT015990553409;1;333;21,3;3,69;4,49;14,2;3,52;;69
01/10/2024;1539;IT015990553359;1;528;19,8;5,22;4,96;27,3;4,02;;68
01/10/2024;1878;IT015990581638;1;40;33,1;3,96;3,13;16,2;2,49;0,05;68
01/10/2024;1824;IT015990581584;1;232;30,9;3,59;3,57;17,5;2,88;0,01;68
01/10/2024;1787;IT015990581557;1;123;29,8;4,07;3,05;17,9;2,42;0,01;64
01/10/2024;1797;IT015990581547;1;191;35,2;4,63;3,42;19,4;2,78;0,03;63
01/10/2024;1852;IT015990581612;1;117;36,9;4,05;2,98;12,1;2,36;0,05;61
01/10/2024;1837;IT015990581597;1;152;26,9;4,22;3,09;24;2,48;0,04;59
01/10/2024;1893;IT015990581653;1;66;34;2,94;2,93;14;2,31;0,01;55
01/10/2024;1781;IT015990581541;1;248;23,8;4,17;3,44;21,7;2,66;0,08;55
01/10/2024;1773;IT015990581533;1;329;24,2;4,97;3,51;17,3;2,86;0,01;54
01/10/2024;1678;IT015990553498;1;242;24,5;4,36;3,52;19,9;2,83;;53
01/10/2024;1675;IT015990553495;2;27;45,1;3,52;3,7;15,3;2,93;0,02;53
01/10/2024;1770;IT015990581530;1;196;32,1;4,06;3,14;15,3;2,53;0,04;52
01/10/2024;1857;IT015990581617;1;107;23,9;5,18;3,75;14,2;2,94;0,01;52
01/10/2024;1785;IT015990581545;1;240;29;5,99;3,52;23,5;2,76;;48
01/10/2024;1708;IT015990553528;1;130;37,1;4,7;3,01;13,6;2,42;0,01;48
01/10/2024;1784;IT015990581544;1;79;35,3;4,23;3,38;13;2,66;;47
01/10/2024;1735;IT015990581495;1;319;26,2;3,55;3,27;14,3;2,61;0,05;46
01/10/2024;1710;IT015990553530;2;21;31,5;4,8;3,17;12,8;2,51;0,01;46
01/10/2024;1590;IT015990553410;1;587;21,9;6,34;3,99;18,7;3,29;0,03;46
01/10/2024;1757;IT015990581517;1;302;30,7;4,64;3,69;21,6;2,92;0,01;45
01/10/2024;1850;IT015990581610;1;64;29,3;3,75;3,34;14,8;2,67;0,07;45
01/10/2024;1891;IT015990581651;1;69;33,7;4,01;2,41;21,3;1,79;;44
01/10/2024;1795;IT015990581565;1;238;31,3;3,67;3,39;7,2;2,73;0,07;44
01/10/2024;1547;IT015990553367;1;421;20,5;4,67;3,91;16,5;3,15;0,04;44
01/10/2024;1888;IT015990581648;1;90;31,4;3,72;2,72;17,6;2,14;0,01;43
01/10/2024;1814;IT015990581574;1;233;26,1;3,6;3,7;18,8;2,96;0,05;42
01/10/2024;1621;IT015990553441;2;205;35,2;4,24;3,59;18,7;2,9;0,03;41
01/10/2024;1907;IT015990581667;1;27;28,8;4,49;3,37;26,5;2,66;;40
01/10/2024;1748;IT015990581508;1;234;28,2;4,82;3,52;16,8;2,84;0,06;39
01/10/2024;1772;IT015990581532;1;260;26,8;3,76;3,49;16,4;2,78;0,02;39
01/10/2024;1769;IT015990581529;1;253;24,3;4,52;4;15,4;3,22;;38
01/10/2024;1800;IT015990581550;1;18;23,5;3,35;3,3;21,5;2,57;;38
01/10/2024;1684;IT015990553504;1;251;23,1;4,23;3,47;13,5;2,79;0,03;38
01/10/2024;1827;IT015990581587;1;119;31,7;4,82;3,4;19,2;2,68;0,01;38
01/10/2024;1798;IT015990581548;1;272;25,7;4,61;3,82;10,7;3,06;0,03;37
01/10/2024;1886;IT015990581646;1;99;28,2;4,82;3,12;12,2;2,47;0,04;35
01/10/2024;1762;IT015990581522;1;222;30,6;4,54;3,31;20,7;2,65;0,04;33
01/10/2024;1714;IT015990553534;1;326;30,1;4,3;3,57;16,7;2,9;0,1;33
01/10/2024;1728;IT015990581488;1;241;28,7;4,6;3,73;20,7;2,92;;29
01/10/2024;1511;IT015990520551;1;328;22,1;4,05;3,62;10,3;2,87;0,04;29
01/10/2024;1646;IT015990553466;1;340;36,7;2,74;3,27;11,9;2,63;0,02;28
01/10/2024;1680;IT015990553500;1;280;19,6;3,97;3,53;18,9;2,77;0,07;27
01/10/2024;1790;IT015990581560;1;208;24,6;3,77;3,72;25,7;2,9;;27
01/10/2024;1841;IT015990581601;1;92;27;3,77;3,48;25,3;2,72;0,03;26
01/10/2024;1726;IT015990581486;1;242;31,4;5,54;3,55;20,2;2,88;0,02;26
01/10/2024;1651;IT015990553471;1;179;29,3;5,13;3,09;19,8;2,39;;26
01/10/2024;1625;IT015990553445;2;240;32,8;3,47;3,26;6,1;2,59;0,04;26
01/10/2024;1719;IT015990553539;1;182;34;4,17;3,33;18,2;2,67;0,02;25
01/10/2024;1761;IT015990581521;2;167;30,5;3,77;3,08;21;2,43;;25
01/10/2024;1838;IT015990581598;1;189;30,2;3,89;3,68;22,7;2,96;0,01;25
01/10/2024;1866;IT015990581626;1;83;41;4,94;3,32;17,5;2,64;;25
01/10/2024;1816;IT015990581576;1;249;28,2;4,98;3,81;23,4;3,03;;24
01/10/2024;1788;IT015990581558;2;33;27,3;4,67;3,33;16,3;2,69;0,02;23
01/10/2024;1801;IT015990581551;1;247;35,3;4,07;3,47;19,6;2,77;0,01;22
01/10/2024;1789;IT015990581559;1;185;32,5;3,68;3,46;13,8;2,79;0,01;22
01/10/2024;1706;IT015990553526;1;222;28,1;3,39;3,25;9;2,57;0,01;22
01/10/2024;1672;IT015990553492;1;173;35,2;4,74;3,22;16,7;2,63;;22
01/10/2024;1916;IT015990581676;1;68;34,9;3,3;2,99;12,3;2,37;0,02;22
01/10/2024;1766;IT015990581526;1;87;35,7;3,74;3,13;15,6;2,48;;21
01/10/2024;1752;IT015990581512;1;290;30,8;6,22;3,04;26,6;2,34;;20
01/10/2024;1806;IT015990581566;1;244;27,4;3,89;3,62;10,7;2,89;;20
01/10/2024;1712;IT015990553532;2;32;25,7;3,88;3,62;9,5;2,91;;20
01/10/2024;1478;IT015990520518;2;50;25,9;3,42;3,65;12,7;2,87;;20
01/10/2024;1699;IT015990553519;1;164;31;3,91;3,35;18,8;2,65;0,05;17
01/10/2024;1792;IT015990581562;1;245;30,6;3,95;3,26;16,7;2,62;0,04;16
01/10/2024;1778;IT015990581538;1;102;40,2;3,03;3,08;11,8;2,45;;15
01/10/2024;1686;IT015990553506;1;339;21,7;3,36;2,9;19,4;2,25;0,01;15
01/10/2024;1736;IT015990581496;1;325;25,9;4,64;4,04;17,9;3,28;0,04;14
01/10/2024;1876;IT015990581636;1;17;27,2;4,23;3,27;13;2,58;0,06;12
01/10/2024;1730;IT015990581490;1;183;26,8;3,19;3,33;17,9;2,64;;10
01/10/2024;1739;IT015990581499;1;107;28,5;4,24;3,38;15,9;2,68;;10
01/10/2024;1831;IT015990581591;1;162;35,3;3,19;3,23;19,2;2,58;0,03;8
01/10/2024;1944;IT015990622164;1;16;28,9;4,06;2,8;14,4;2,18;0,03;7
01/10/2024;1872;IT015990581632;1;94;31,6;3,51;3,08;15,6;2,45;0,01;6
01/10/2024;967;IT015990436937;4;304;18,6;5,35;4,45;19,4;3,45;0,43;14673
01/10/2024;1520;IT015990520560;2;296;25,7;3,91;3,54;13,9;2,71;0,13;3687
01/10/2024;1123;IT015990451113;3;383;18;5,56;4,41;19,4;3,56;0,04;3361
01/10/2024;837;IT015990436807;5;238;36,2;3,38;3,4;8,2;2,64;0,14;2872
01/10/2024;1588;IT015990553408;2;280;24,7;4,58;4,05;10,7;3,23;0,09;2855
01/10/2024;1361;IT015990520401;2;512;20,5;4,21;4,24;7,3;3,4;0,08;2424
01/10/2024;1111;IT015990451101;4;104;44,8;3,9;2,96;7,9;2,34;0,08;2177
01/10/2024;1097;IT015990451087;4;269;24,9;4,43;3,99;16,9;3,18;0,04;1887
01/10/2024;1464;IT015990520504;3;112;39,5;3,31;2,98;6,1;2,35;0,07;1747
01/10/2024;1580;IT015990553400;2;186;26,7;4,22;3,65;15,4;2,95;0,01;1719
01/10/2024;1346;IT015990520386;3;275;25;4,28;3,64;8,9;2,89;0,04;1540
01/10/2024;1697;IT015990553517;2;330;17,4;4,69;3,98;11,5;3,22;0,09;1447
01/10/2024;1606;IT015990553426;2;274;26,7;4,48;3,91;17,2;3,15;;1177
01/10/2024;1093;IT015990451083;4;186;34,7;3,64;3,15;21,7;2,47;;1105
01/10/2024;1294;IT015990490974;3;275;27,1;3,89;3,53;8,2;2,83;0,02;954
01/10/2024;1122;IT015990451112;3;333;24;2,67;3,72;11,1;2,9;0,06;857
01/10/2024;1265;IT015990490945;2;251;30,3;4,05;3,05;9,9;2,44;0,05;687
01/10/2024;1459;IT015990520499;2;233;25,8;3,75;3,72;15,2;2,96;;680
01/10/2024;1649;IT015990553469;2;180;30,8;3,03;3,42;8,5;2,73;0,05;580
01/10/2024;1657;IT015990553477;2;17;38,4;4,39;3,26;16,8;2,52;0,01;580
01/10/2024;1285;IT015990490965;3;277;31,8;2,8;3,5;11,4;2,79;;575
01/10/2024;1385;IT015990520425;3;51;50,9;2,89;2,91;13,3;2,25;0,03;404
01/10/2024;1417;IT015990520457;2;314;21,2;3,78;3,75;11,9;3;0,07;364
01/10/2024;1638;IT015990553458;2;110;35;3,36;3,34;6,8;2,64;0,01;319
01/10/2024;1591;IT015990553411;2;277;23,9;4,7;3,75;17,1;3,03;0,02;317
01/10/2024;1365;IT015990520405;3;294;25,1;4,67;3,36;17,8;2,71;0,02;300
01/10/2024;1347;IT015990520387;2;374;21,9;4,53;3,94;10,9;3,19;0,09;293
01/10/2024;1554;IT015990553374;2;313;22,8;5,21;4,1;18,1;3,35;0,03;268
01/10/2024;1328;IT015990491008;2;327;24,6;4,21;3,84;13,5;3,07;0,11;267
01/10/2024;1216;IT015990490896;3;403;18,6;4,89;3,39;13,3;2,72;0,15;265
01/10/2024;991;IT015990436961;4;427;13,7;4,22;3,67;14;2,96;0,07;264
01/10/2024;925;IT015990436895;5;248;29,6;4,04;3,29;14,1;2,62;0,06;260
01/10/2024;1631;IT015990553451;2;25;46,9;4,22;2,79;11,6;2,17;0,01;253
01/10/2024;824;IT015990415754;5;248;28,4;4,03;3,28;12,8;2,63;;248
01/10/2024;1218;IT015990490898;3;377;28,7;4,12;3,47;11,7;2,79;0,03;247
01/10/2024;1286;IT015990490966;3;217;24,7;4,7;3,56;18,4;2,82;0,03;246
01/10/2024;1141;IT015990490821;3;369;16,6;5,29;4,04;19,2;3,24;0,11;243
01/10/2024;1720;IT015990553540;2;89;29,1;3,87;3,28;10,7;2,63;0,03;236
01/10/2024;907;IT015990436877;4;249;29,2;3,85;3,11;20,2;2,36;0,04;233
01/10/2024;869;IT015990436839;6;37;38,9;2,52;3,14;6,6;2,49;0,12;230
01/10/2024;1451;IT015990520491;2;279;25,3;4,14;3,95;15;3,19;0,04;213
01/10/2024;1051;IT015990451041;3;364;20,1;4,05;3,62;12,2;2,92;0,05;212
01/10/2024;1474;IT015990520514;2;365;25,5;4,01;3,69;12,6;2,93;;212
01/10/2024;1440;IT015990520480;2;176;27,4;3,95;3,71;11,9;2,98;0,08;198
01/10/2024;1560;IT015990553380;2;202;26,3;4,93;3,62;20,6;2,9;0,02;190
01/10/2024;1637;IT015990553457;2;28;45,7;6,19;2,47;12,5;1,91;0,03;190
01/10/2024;1662;IT015990553482;2;94;45,5;3,98;3,09;13,5;2,42;;181
01/10/2024;1557;IT015990553377;2;271;19,1;3,77;3,49;12,6;2,84;0,02;179
01/10/2024;1279;IT015990490959;3;106;40,9;4,37;3,36;13,9;2,66;0,05;172
01/10/2024;1537;IT015990553357;2;271;21,5;4,51;3,75;15,1;3,02;0,05;167
01/10/2024;1506;IT015990520546;2;187;22,6;3,91;3,29;12,2;2,57;0,01;165
01/10/2024;1695;IT015990553515;2;121;35,7;4,57;3,22;19;2,55;0,01;143
01/10/2024;1924;IT015990622144;1;11;29,5;4,05;3,28;13,7;2,56;0,12;134
01/10/2024;1570;IT015990553390;2;329;20,1;4,77;4,88;17,5;3,96;0,03;133
01/10/2024;1390;IT015990520430;3;222;30,5;4,79;3,69;12,7;2,98;0,03;130
01/10/2024;1550;IT015990622140;1;203;27,2;3,85;3,82;16,7;3,07;;115
01/10/2024;1498;IT015990520538;2;179;35,8;3,19;3,25;10,7;2,59;0,03;113
01/10/2024;1388;IT015990520428;3;110;47,5;3,24;3,01;8,3;2,36;;113
01/10/2024;1209;IT015990490889;3;306;25,7;4,97;3,76;13;3,05;0,07;112
01/10/2024;1460;IT015990520500;3;54;40,4;4,3;3,23;12;2,6;0,05;109
01/10/2024;1380;IT015990520420;3;198;35,3;5,28;3,23;22,1;2,63;;104
01/10/2024;1513;IT015990520553;2;66;36,6;4,04;3,29;16,3;2,61;;104
01/10/2024;1687;IT015990553507;2;73;36,5;3,16;3,13;7,5;2,48;0,01;104
01/10/2024;1486;IT015990520526;2;281;22,1;4,99;3,84;15,4;3,12;0,09;99
01/10/2024;1505;IT015990520545;2;313;18,6;4,81;4,31;10,2;3,47;0,05;98
01/10/2024;1392;IT015990520432;2;268;21,9;4,13;3,77;10,9;3,04;0,04;97
01/10/2024;1408;IT015990520448;2;435;20,6;4,39;4,1;14,4;3,31;0,06;93
01/10/2024;1169;IT015990490849;3;408;14,9;5,76;4,58;22,4;3,73;0,2;91
01/10/2024;1519;IT015990520559;2;276;23,7;3,96;3,88;10,2;3,12;;89
01/10/2024;1775;IT015990581535;1;311;23,4;3,53;3,05;11,6;2,43;0,01;89
01/10/2024;1318;IT015990490998;3;175;23,9;4,18;3,45;15,4;2,74;0,02;87
01/10/2024;1488;IT015990520528;2;70;35,8;3,7;3,32;10,7;2,64;;82
01/10/2024;1599;IT015990553419;2;91;38,4;6,03;4,17;18,7;3,39;;81
01/10/2024;1648;IT015990553468;2;264;30,5;4,12;3,54;10,4;2,83;0,07;80
01/10/2024;1339;IT015990520379;3;91;50,2;4,19;3,06;9,3;2,43;;78
01/10/2024;1612;IT015990553432;2;123;31;4,24;2,97;17,6;2,37;0,02;76
01/10/2024;1676;IT015990553496;2;25;50,9;3,65;2,89;9,6;2,28;0,01;72
01/10/2024;1610;IT015990436830;2;91;30,3;3,24;3,43;10,9;2,71;0,02;69
01/10/2024;1608;IT015990553428;2;262;25,6;3,62;3,54;18,9;2,82;0,04;59
01/10/2024;1323;IT015990491003;3;37;39;4,52;2,8;13,6;2,2;0,06;56
01/10/2024;1604;IT015990553424;2;41;37;3,47;2,84;10,3;2,2;;54
01/10/2024;1603;IT015990553423;2;115;34,3;4,44;3,47;15;2,82;0,07;53
01/10/2024;696;IT015990415626;5;62;49,9;3,29;3,1;8,6;2,43;0,01;52
01/10/2024;1526;IT015990520566;2;249;24,3;3,77;3,45;12,9;2,78;;47
01/10/2024;1619;IT015990553439;2;270;27,8;4,54;3,84;14,5;3,09;0,06;47
01/10/2024;1421;IT015990520461;2;296;24;4,81;3,95;14,3;3,21;0,04;46
01/10/2024;1605;IT015990553425;2;228;26,3;5,27;4,02;12,6;3,31;0,06;43
